Route_ID,Date,Region,Origin_Hub,Destination_City,Vehicle_Type,Vehicle_Capacity_Cases,Load_Cases,Utilization_Pct,Distance_KM,Avg_Speed_KMPH,Travel_Time_Hrs,No_of_Stops,Total_Time_Hrs,Fuel_Litres,Fuel_Cost_INR,Toll_Cost_INR,Driver_Cost_INR,Total_Route_Cost_INR,Cost_Per_Case_INR,Delivery_Delay_Min,On_Time_Delivery
RT-0437,2024-12-22,East India,Kolkata Hub,Kolkata,Tata Ace,120,118,98.3,52,34,1.53,9,5.8,8.72,824.04,91.4,1058.95,1974.39,16.73,3,Yes
RT-0438,2024-01-10,North India,Delhi Hub,Jaipur,32-ft Truck,800,566,70.8,371,45,8.24,11,14.02,42.28,3995.46,568.3,2778.59,7342.35,12.97,0,Yes
RT-0439,2024-09-19,East India,Kolkata Hub,Jamshedpur,Tempo,80,70,87.5,231,40,5.78,10,9.13,44.13,4170.28,396.32,1529.34,6095.94,87.08,15,Yes
RT-0440,2024-08-05,North India,Delhi Hub,Lucknow,Tata Ace,120,64,53.3,320,51,6.27,12,13.52,37.79,3571.15,686.04,2491.77,6748.96,105.45,14,Yes
RT-0441,2024-08-30,North India,Delhi Hub,Amritsar,Mini Truck (14-ft),250,236,94.4,123,45,2.73,8,5.29,18.26,1725.57,242.29,715.54,2683.4,11.37,0,Yes
RT-0442,2024-05-31,West India,Mumbai Hub,Nagpur,Tempo,80,68,85.0,63,51,1.24,3,2.08,9.29,877.9,112.41,345.55,1335.86,19.64,18,Yes
RT-0443,2024-09-05,East India,Kolkata Hub,Guwahati,20-ft Truck,500,481,96.2,367,42,8.74,3,10.41,41.37,3909.46,654.66,1442.84,6006.96,12.49,6,Yes
RT-0444,2024-11-07,Central India,Bhopal Hub,Jabalpur,Mini Truck (14-ft),250,188,75.2,366,59,6.2,10,12.29,61.35,5797.57,785.82,1840.89,8424.28,44.81,0,Yes
RT-0445,2024-01-19,North India,Delhi Hub,Jaipur,32-ft Truck,800,603,75.4,52,54,0.96,3,2.85,8.57,809.87,80.67,473.8,1364.34,2.26,9,Yes
RT-0446,2024-08-16,West India,Mumbai Hub,Mumbai,Mini Truck (14-ft),250,230,92.0,152,32,4.75,12,11.8,22.94,2167.83,315.15,1788.73,4271.71,18.57,5,Yes
RT-0447,2024-08-22,North India,Delhi Hub,Amritsar,20-ft Truck,500,225,45.0,41,62,0.66,9,3.14,7.03,664.34,37.2,570.82,1272.36,5.65,0,Yes
RT-0448,2024-06-15,Central India,Bhopal Hub,Gwalior,32-ft Truck,800,597,74.6,278,62,4.48,6,8.04,32.03,3026.84,320.41,1010.46,4357.71,7.3,0,Yes
RT-0449,2024-01-26,East India,Kolkata Hub,Bhubaneswar,Tata Ace,120,102,85.0,283,59,4.8,4,7.51,39.67,3748.82,394.81,1100.52,5244.15,51.41,9,Yes
RT-0450,2024-05-31,East India,Kolkata Hub,Guwahati,20-ft Truck,500,279,55.8,406,59,6.88,8,9.83,56.78,5365.71,647.94,1222.03,7235.68,25.93,58,No
RT-0451,2024-06-26,South India,Bengaluru Hub,Mysuru,20-ft Truck,500,226,45.2,160,39,4.1,9,7.73,18.68,1765.26,296.41,1340.98,3402.65,15.06,36,No
RT-0452,2024-01-19,North India,Delhi Hub,Chandigarh,Tata Ace,120,67,55.8,418,50,8.36,9,12.56,50.93,4812.89,657.4,2251.54,7721.83,115.25,0,Yes
RT-0453,2024-10-10,North India,Delhi Hub,Lucknow,32-ft Truck,800,522,65.2,74,38,1.95,11,7.67,9.29,877.9,80.58,1105.18,2063.66,3.95,4,Yes
RT-0454,2024-07-30,South India,Bengaluru Hub,Chennai,20-ft Truck,500,429,85.8,220,41,5.37,7,8.34,31.67,2992.82,222.14,1245.24,4460.2,10.4,0,Yes
RT-0455,2024-10-20,Central India,Bhopal Hub,Jabalpur,Mini Truck (14-ft),250,218,87.2,238,50,4.76,9,9.65,47.14,4454.73,332.42,1604.85,6392.0,29.32,0,Yes
RT-0456,2024-10-31,West India,Mumbai Hub,Nagpur,20-ft Truck,500,403,80.6,40,34,1.18,8,6.14,4.83,456.44,75.35,872.54,1404.33,3.48,6,Yes
RT-0457,2024-02-24,South India,Bengaluru Hub,Kochi,Tata Ace,120,77,64.2,51,51,1.0,9,4.89,8.11,766.39,55.05,850.62,1672.06,21.72,0,Yes
RT-0458,2024-03-07,North India,Delhi Hub,Delhi,Mini Truck (14-ft),250,178,71.2,156,60,2.6,2,3.22,30.42,2874.69,139.39,541.28,3555.36,19.97,0,Yes
RT-0459,2024-03-02,East India,Kolkata Hub,Ranchi,Mini Truck (14-ft),250,206,82.4,347,56,6.2,7,9.15,47.41,4480.24,613.0,1591.99,6685.23,32.45,0,Yes
RT-0460,2024-07-26,West India,Mumbai Hub,Mumbai,Tata Ace,120,97,80.8,124,61,2.03,5,5.38,19.02,1797.39,170.84,933.63,2901.86,29.92,15,Yes
RT-0461,2024-11-26,Central India,Bhopal Hub,Gwalior,Tempo,80,73,91.2,78,41,1.9,4,4.38,10.71,1012.1,70.95,541.13,1624.18,22.25,60,No
RT-0462,2024-02-07,East India,Kolkata Hub,Siliguri,20-ft Truck,500,422,84.4,389,49,7.94,4,9.7,52.3,4942.35,568.49,1518.62,7029.46,16.66,0,Yes
RT-0463,2024-07-04,South India,Bengaluru Hub,Vizag,Mini Truck (14-ft),250,226,90.4,275,45,6.11,4,7.29,39.28,3711.96,588.89,1188.91,5489.76,24.29,0,Yes
RT-0464,2024-09-26,West India,Mumbai Hub,Ahmedabad,Tempo,80,51,63.7,364,58,6.28,3,7.56,59.29,5602.9,678.58,915.31,7196.79,141.11,0,Yes
RT-0465,2024-08-07,North India,Delhi Hub,Jaipur,32-ft Truck,800,743,92.9,189,32,5.91,5,7.92,33.27,3144.02,199.45,1514.63,4858.1,6.54,45,No
RT-0466,2024-01-25,South India,Bengaluru Hub,Chennai,32-ft Truck,800,418,52.2,348,32,10.88,9,14.67,42.75,4039.88,422.83,2918.46,7381.17,17.66,0,Yes
RT-0467,2024-12-04,North India,Delhi Hub,Chandigarh,Mini Truck (14-ft),250,167,66.8,50,42,1.19,4,2.19,6.96,657.72,49.87,272.39,979.98,5.87,9,Yes
RT-0468,2024-11-15,Central India,Bhopal Hub,Indore,Mini Truck (14-ft),250,152,60.8,123,45,2.73,5,5.26,20.88,1973.16,147.58,880.01,3000.75,19.74,0,Yes
RT-0469,2024-12-12,Central India,Bhopal Hub,Bhopal,32-ft Truck,800,360,45.0,75,64,1.17,10,4.91,11.3,1067.85,61.51,811.11,1940.47,5.39,29,Yes
RT-0470,2024-01-01,Central India,Bhopal Hub,Raipur,20-ft Truck,500,302,60.4,87,39,2.23,7,5.37,11.62,1098.09,155.63,717.14,1970.86,6.53,7,Yes
RT-0471,2024-07-01,Central India,Bhopal Hub,Indore,Mini Truck (14-ft),250,178,71.2,71,65,1.09,8,6.95,8.43,796.63,61.29,1345.74,2203.66,12.38,4,Yes
RT-0472,2024-02-19,West India,Mumbai Hub,Mumbai,20-ft Truck,500,478,95.6,149,58,2.57,5,5.07,20.77,1962.76,199.6,1009.93,3172.29,6.64,49,No
RT-0473,2024-11-29,Central India,Bhopal Hub,Bilaspur,Mini Truck (14-ft),250,135,54.0,315,36,8.75,11,16.07,58.07,5487.61,502.23,2081.98,8071.82,59.79,0,Yes
RT-0474,2024-05-22,Central India,Bhopal Hub,Gwalior,Mini Truck (14-ft),250,244,97.6,267,32,8.34,2,9.14,45.75,4323.38,459.71,1436.23,6219.32,25.49,0,Yes
RT-0475,2024-07-09,South India,Bengaluru Hub,Hyderabad,32-ft Truck,800,497,62.1,26,29,0.9,3,2.49,3.67,346.81,31.45,487.25,865.51,1.74,45,No
RT-0476,2024-01-20,West India,Mumbai Hub,Pune,20-ft Truck,500,409,81.8,161,28,5.75,7,10.21,21.99,2078.05,273.49,1980.27,4331.81,10.59,25,Yes
RT-0477,2024-10-30,North India,Delhi Hub,Jaipur,Mini Truck (14-ft),250,157,62.8,301,57,5.28,6,9.31,34.63,3272.54,373.22,1289.28,4935.04,31.43,67,No
RT-0478,2024-09-06,North India,Delhi Hub,Delhi,20-ft Truck,500,352,70.4,363,64,5.67,5,7.96,63.08,5961.06,520.3,1032.44,7513.8,21.35,26,Yes
RT-0479,2024-10-19,East India,Kolkata Hub,Jamshedpur,20-ft Truck,500,439,87.8,240,39,6.15,7,10.59,38.28,3617.46,296.58,2021.63,5935.67,13.52,10,Yes
RT-0480,2024-01-27,East India,Kolkata Hub,Guwahati,32-ft Truck,800,795,99.4,309,61,5.07,9,7.8,37.68,3560.76,634.13,1369.44,5564.33,7.0,0,Yes
RT-0481,2024-06-03,East India,Kolkata Hub,Ranchi,Mini Truck (14-ft),250,165,66.0,350,45,7.78,12,12.84,62.27,5884.52,639.93,1587.56,8112.01,49.16,0,Yes
RT-0482,2024-04-30,North India,Delhi Hub,Agra,32-ft Truck,800,581,72.6,203,39,5.21,2,6.21,26.25,2480.62,182.84,976.87,3640.33,6.27,26,Yes
RT-0483,2024-01-06,Central India,Bhopal Hub,Gwalior,20-ft Truck,500,240,48.0,226,50,4.52,3,5.61,32.35,3057.08,358.23,995.84,4411.15,18.38,20,Yes
RT-0484,2024-05-22,West India,Mumbai Hub,Nagpur,Mini Truck (14-ft),250,141,56.4,203,54,3.76,3,4.8,30.16,2850.12,294.6,880.01,4024.73,28.54,21,Yes
RT-0485,2024-06-25,East India,Kolkata Hub,Ranchi,Tata Ace,120,68,56.7,17,29,0.59,11,4.03,3.25,307.12,15.02,517.92,840.06,12.35,31,No
RT-0486,2024-03-28,South India,Bengaluru Hub,Kochi,32-ft Truck,800,530,66.2,174,34,5.12,6,8.66,22.95,2168.78,218.62,1134.28,3521.68,6.64,29,Yes
RT-0487,2024-01-11,Central India,Bhopal Hub,Ujjain,32-ft Truck,800,717,89.6,247,53,4.66,4,7.34,28.19,2663.95,218.29,923.72,3805.96,5.31,16,Yes
RT-0488,2024-07-24,West India,Mumbai Hub,Nagpur,32-ft Truck,800,396,49.5,63,62,1.02,3,1.89,11.08,1047.06,130.93,281.41,1459.4,3.69,9,Yes
RT-0489,2024-05-07,South India,Bengaluru Hub,Chennai,Tempo,80,42,52.5,175,28,6.25,11,10.99,24.23,2289.74,198.78,1797.33,4285.85,102.04,0,Yes
RT-0490,2024-02-03,South India,Bengaluru Hub,Vizag,Mini Truck (14-ft),250,145,58.0,38,57,0.67,9,5.6,4.5,425.25,79.36,876.65,1381.26,9.53,0,Yes
RT-0491,2024-12-06,South India,Bengaluru Hub,Bengaluru,32-ft Truck,800,419,52.4,319,51,6.25,11,14.45,36.85,3482.33,630.09,2863.35,6975.77,16.65,9,Yes
RT-0492,2024-12-22,North India,Delhi Hub,Delhi,Mini Truck (14-ft),250,126,50.4,63,46,1.37,10,3.88,11.42,1079.19,70.67,762.68,1912.54,15.18,4,Yes
RT-0493,2024-08-20,North India,Delhi Hub,Lucknow,Mini Truck (14-ft),250,245,98.0,235,55,4.27,9,10.6,26.9,2542.05,468.42,1488.91,4499.38,18.36,0,Yes
RT-0494,2024-06-30,South India,Bengaluru Hub,Vizag,Mini Truck (14-ft),250,190,76.0,172,33,5.21,11,10.81,25.69,2427.7,277.58,1598.94,4304.22,22.65,0,Yes
RT-0495,2024-01-03,South India,Bengaluru Hub,Coimbatore,32-ft Truck,800,637,79.6,81,61,1.33,6,5.19,9.49,896.81,74.76,1003.72,1975.29,3.1,28,Yes
RT-0496,2024-07-23,West India,Mumbai Hub,Nagpur,32-ft Truck,800,719,89.9,234,31,7.55,4,8.7,26.94,2545.83,279.55,1704.15,4529.53,6.3,10,Yes
RT-0497,2024-03-27,West India,Mumbai Hub,Nagpur,Tata Ace,120,72,60.0,274,54,5.07,7,9.28,53.05,5013.22,441.45,1301.55,6756.22,93.84,50,No
RT-0498,2024-02-21,South India,Bengaluru Hub,Chennai,Tempo,80,36,45.0,138,51,2.71,11,9.18,18.96,1791.72,254.92,1649.42,3696.06,102.67,3,Yes
RT-0499,2024-05-13,South India,Bengaluru Hub,Chennai,Mini Truck (14-ft),250,224,89.6,140,36,3.89,2,4.95,19.42,1835.19,273.65,938.45,3047.29,13.6,9,Yes
RT-0500,2024-03-02,Central India,Bhopal Hub,Indore,Mini Truck (14-ft),250,184,73.6,131,44,2.98,5,5.88,18.49,1747.3,123.47,736.74,2607.51,14.17,0,Yes
RT-0501,2024-06-05,East India,Kolkata Hub,Patna,Mini Truck (14-ft),250,193,77.2,140,32,4.38,3,5.45,16.05,1516.73,234.09,1075.38,2826.2,14.64,15,Yes
RT-0502,2024-03-21,Central India,Bhopal Hub,Bilaspur,32-ft Truck,800,399,49.9,374,29,12.9,5,15.12,55.33,5228.68,493.95,2269.27,7991.9,20.03,11,Yes
RT-0503,2024-08-12,Central India,Bhopal Hub,Gwalior,Mini Truck (14-ft),250,149,59.6,220,63,3.49,7,6.22,26.68,2521.26,439.12,921.08,3881.46,26.05,57,No
RT-0504,2024-09-20,West India,Mumbai Hub,Mumbai,20-ft Truck,500,261,52.2,81,50,1.62,3,2.46,11.53,1089.59,120.4,303.41,1513.4,5.8,4,Yes
RT-0505,2024-01-17,West India,Mumbai Hub,Nagpur,Mini Truck (14-ft),250,145,58.0,85,37,2.3,10,6.43,12.67,1197.32,83.57,1121.52,2402.41,16.57,26,Yes
RT-0506,2024-05-12,North India,Delhi Hub,Amritsar,Mini Truck (14-ft),250,151,60.4,134,56,2.39,8,4.4,18.69,1766.21,223.01,743.8,2733.02,18.1,37,No
RT-0507,2024-10-13,North India,Delhi Hub,Amritsar,32-ft Truck,800,624,78.0,413,50,8.26,11,12.86,50.86,4806.27,736.62,1596.64,7139.53,11.44,0,Yes
RT-0508,2024-03-08,South India,Bengaluru Hub,Hyderabad,32-ft Truck,800,785,98.1,100,62,1.61,8,3.83,17.25,1630.12,143.69,478.27,2252.08,2.87,0,Yes
RT-0509,2024-10-09,North India,Delhi Hub,Amritsar,Tata Ace,120,101,84.2,195,54,3.61,12,7.15,29.64,2800.98,179.54,1048.11,4028.63,39.89,0,Yes
RT-0510,2024-05-29,South India,Bengaluru Hub,Bengaluru,Tata Ace,120,113,94.2,301,38,7.92,3,8.91,38.72,3659.04,347.3,1624.64,5630.98,49.83,0,Yes
RT-0511,2024-04-22,South India,Bengaluru Hub,Mysuru,Mini Truck (14-ft),250,222,88.8,125,38,3.29,12,8.17,15.71,1484.6,214.63,1343.59,3042.82,13.71,0,Yes
RT-0512,2024-09-07,West India,Mumbai Hub,Pune,20-ft Truck,500,343,68.6,212,38,5.58,7,10.66,31.66,2991.87,399.83,1398.96,4790.66,13.97,1,Yes
RT-0513,2024-03-08,North India,Delhi Hub,Jaipur,Mini Truck (14-ft),250,188,75.2,403,61,6.61,5,8.8,73.0,6898.5,509.0,1641.74,9049.24,48.13,12,Yes
RT-0514,2024-07-01,Central India,Bhopal Hub,Raipur,Tata Ace,120,102,85.0,136,58,2.34,2,2.88,19.04,1799.28,244.83,373.27,2417.38,23.7,29,Yes
RT-0515,2024-02-02,East India,Kolkata Hub,Patna,Mini Truck (14-ft),250,181,72.4,94,64,1.47,7,3.61,16.72,1580.04,127.3,517.65,2224.99,12.29,42,No
RT-0516,2024-01-24,West India,Mumbai Hub,Nagpur,20-ft Truck,500,388,77.6,239,32,7.47,11,12.27,33.97,3210.16,419.12,2413.83,6043.11,15.58,29,Yes
RT-0517,2024-01-06,Central India,Bhopal Hub,Indore,Tata Ace,120,67,55.8,374,63,5.94,10,11.43,57.62,5445.09,430.26,2135.08,8010.43,119.56,0,Yes
RT-0518,2024-07-19,East India,Kolkata Hub,Jamshedpur,Mini Truck (14-ft),250,212,84.8,379,57,6.65,4,8.9,51.99,4913.06,464.03,1118.4,6495.49,30.64,14,Yes
RT-0519,2024-06-27,South India,Bengaluru Hub,Hyderabad,20-ft Truck,500,486,97.2,392,30,13.07,7,15.74,44.54,4209.03,762.67,2440.98,7412.68,15.25,21,Yes
RT-0520,2024-01-19,South India,Bengaluru Hub,Hyderabad,Mini Truck (14-ft),250,157,62.8,400,34,11.76,2,12.65,63.48,5998.86,695.04,1743.07,8436.97,53.74,0,Yes
RT-0521,2024-11-14,South India,Bengaluru Hub,Coimbatore,32-ft Truck,800,515,64.4,404,64,6.31,10,13.81,56.29,5319.4,649.17,1924.24,7892.81,15.33,24,Yes
RT-0522,2024-04-25,South India,Bengaluru Hub,Chennai,32-ft Truck,800,468,58.5,117,60,1.95,5,3.38,16.28,1538.46,223.59,529.31,2291.36,4.9,35,No
RT-0523,2024-03-20,West India,Mumbai Hub,Pune,Tata Ace,120,92,76.7,383,46,8.33,9,12.22,45.23,4274.23,627.44,1622.84,6524.51,70.92,0,Yes
RT-0524,2024-09-02,Central India,Bhopal Hub,Indore,20-ft Truck,500,424,84.8,154,48,3.21,9,8.98,19.34,1827.63,297.06,1391.66,3516.35,8.29,0,Yes
RT-0525,2024-12-29,West India,Mumbai Hub,Mumbai,20-ft Truck,500,402,80.4,225,53,4.25,6,6.07,30.75,2905.88,309.64,1136.68,4352.2,10.83,7,Yes
RT-0526,2024-06-13,North India,Delhi Hub,Meerut,Tempo,80,66,82.5,354,41,8.63,11,14.39,46.53,4397.09,673.2,1943.63,7013.92,106.27,0,Yes
RT-0527,2024-01-17,Central India,Bhopal Hub,Ujjain,32-ft Truck,800,680,85.0,381,36,10.58,10,17.31,56.04,5295.78,369.7,2631.62,8297.1,12.2,9,Yes
RT-0528,2024-10-15,East India,Kolkata Hub,Jamshedpur,Tata Ace,120,57,47.5,331,49,6.76,11,12.13,56.19,5309.95,310.49,2126.58,7747.02,135.91,8,Yes
RT-0529,2024-06-14,West India,Mumbai Hub,Vadodara,Mini Truck (14-ft),250,160,64.0,259,43,6.02,11,9.34,37.11,3506.89,465.91,1539.09,5511.89,34.45,0,Yes
RT-0530,2024-10-23,Central India,Bhopal Hub,Ujjain,Mini Truck (14-ft),250,175,70.0,66,41,1.61,11,6.68,11.54,1090.53,71.96,1324.87,2487.36,14.21,41,No
RT-0531,2024-06-26,North India,Delhi Hub,Jaipur,Mini Truck (14-ft),250,246,98.4,325,51,6.37,2,7.32,43.5,4110.75,344.29,979.75,5434.79,22.09,10,Yes
RT-0532,2024-11-09,East India,Kolkata Hub,Ranchi,Mini Truck (14-ft),250,161,64.4,302,45,6.71,7,10.8,52.96,5004.72,657.68,1937.68,7600.08,47.21,0,Yes
RT-0533,2024-04-15,North India,Delhi Hub,Lucknow,32-ft Truck,800,624,78.0,171,64,2.67,11,10.42,25.5,2409.75,339.23,1451.54,4200.52,6.73,21,Yes
RT-0534,2024-12-25,West India,Mumbai Hub,Ahmedabad,Mini Truck (14-ft),250,246,98.4,88,37,2.38,11,7.87,14.52,1372.14,165.77,1095.29,2633.2,10.7,0,Yes
RT-0535,2024-01-20,West India,Mumbai Hub,Nagpur,20-ft Truck,500,350,70.0,114,40,2.85,2,4.14,13.69,1293.7,118.95,666.96,2079.61,5.94,0,Yes
RT-0536,2024-09-10,Central India,Bhopal Hub,Jabalpur,Mini Truck (14-ft),250,187,74.8,376,47,8.0,4,10.05,62.73,5927.98,574.29,1738.09,8240.36,44.07,24,Yes
RT-0537,2024-10-07,West India,Mumbai Hub,Nagpur,20-ft Truck,500,308,61.6,56,40,1.4,4,3.63,6.51,615.19,77.21,445.44,1137.84,3.69,43,No
RT-0538,2024-02-01,North India,Delhi Hub,Lucknow,32-ft Truck,800,582,72.8,217,58,3.74,3,4.52,36.01,3402.94,450.16,857.3,4710.4,8.09,24,Yes
RT-0539,2024-03-02,South India,Bengaluru Hub,Chennai,Tempo,80,54,67.5,239,40,5.97,11,12.0,47.65,4502.93,286.99,1462.75,6252.67,115.79,6,Yes
RT-0540,2024-11-15,East India,Kolkata Hub,Kolkata,Tata Ace,120,79,65.8,111,63,1.76,4,4.31,12.65,1195.42,207.59,556.84,1959.85,24.81,39,No
RT-0541,2024-05-14,South India,Bengaluru Hub,Mysuru,Tata Ace,120,61,50.8,174,42,4.14,2,5.25,19.9,1880.55,367.52,1045.94,3294.01,54.0,13,Yes
RT-0542,2024-05-17,West India,Mumbai Hub,Ahmedabad,20-ft Truck,500,390,78.0,324,57,5.68,7,9.08,40.7,3846.15,557.87,1395.91,5799.93,14.87,54,No
RT-0543,2024-09-15,Central India,Bhopal Hub,Raipur,Mini Truck (14-ft),250,238,95.2,116,65,1.78,5,3.58,13.57,1282.37,111.6,496.05,1890.02,7.94,2,Yes
RT-0544,2024-01-10,North India,Delhi Hub,Meerut,Tata Ace,120,94,78.3,22,64,0.34,6,3.87,3.43,324.13,30.28,652.92,1007.33,10.72,4,Yes
RT-0545,2024-10-14,South India,Bengaluru Hub,Mysuru,20-ft Truck,500,300,60.0,216,33,6.55,4,8.14,30.44,2876.58,395.54,1242.68,4514.8,15.05,12,Yes
RT-0546,2024-04-30,West India,Mumbai Hub,Nashik,32-ft Truck,800,754,94.2,250,29,8.62,10,16.08,45.22,4273.29,433.8,2477.79,7184.88,9.53,37,No
RT-0547,2024-01-15,West India,Mumbai Hub,Mumbai,20-ft Truck,500,387,77.4,170,38,4.47,9,8.54,27.47,2595.91,227.46,1533.07,4356.44,11.26,0,Yes
RT-0548,2024-07-05,North India,Delhi Hub,Lucknow,20-ft Truck,500,281,56.2,167,37,4.51,12,13.2,21.62,2043.09,271.57,2546.22,4860.88,17.3,0,Yes
RT-0549,2024-06-27,North India,Delhi Hub,Agra,20-ft Truck,500,323,64.6,179,36,4.97,10,8.05,33.99,3212.06,252.43,1598.72,5063.21,15.68,17,Yes
RT-0550,2024-05-06,West India,Mumbai Hub,Nashik,Mini Truck (14-ft),250,167,66.8,70,29,2.41,9,7.17,8.77,828.76,66.48,1194.08,2089.32,12.51,21,Yes
RT-0551,2024-05-18,West India,Mumbai Hub,Nagpur,Tata Ace,120,103,85.8,281,32,8.78,3,10.7,36.38,3437.91,597.44,2033.26,6068.61,58.92,2,Yes
RT-0552,2024-10-17,Central India,Bhopal Hub,Bhopal,32-ft Truck,800,406,50.7,136,55,2.47,7,7.53,18.26,1725.57,225.54,1479.39,3430.5,8.45,48,No
RT-0553,2024-06-10,North India,Delhi Hub,Jaipur,Tata Ace,120,90,75.0,122,53,2.3,3,4.19,18.87,1783.22,143.27,533.3,2459.79,27.33,24,Yes
RT-0554,2024-03-06,East India,Kolkata Hub,Patna,Mini Truck (14-ft),250,165,66.0,272,65,4.18,12,12.91,35.38,3343.41,426.55,1877.3,5647.26,34.23,53,No
RT-0555,2024-02-25,Central India,Bhopal Hub,Jabalpur,Tata Ace,120,57,47.5,50,34,1.47,6,5.79,9.97,942.17,47.81,1055.73,2045.71,35.89,0,Yes
RT-0556,2024-01-16,South India,Bengaluru Hub,Chennai,20-ft Truck,500,238,47.6,52,48,1.08,6,2.98,8.75,826.88,86.88,566.35,1480.11,6.22,20,Yes
RT-0557,2024-09-08,South India,Bengaluru Hub,Coimbatore,Tata Ace,120,69,57.5,367,41,8.95,8,14.06,48.74,4605.93,450.85,1952.99,7009.77,101.59,30,No
RT-0558,2024-01-15,Central India,Bhopal Hub,Bilaspur,Tata Ace,120,99,82.5,38,44,0.86,3,3.05,4.78,451.71,81.86,550.85,1084.42,10.95,15,Yes
RT-0559,2024-09-20,Central India,Bhopal Hub,Gwalior,Mini Truck (14-ft),250,220,88.0,214,41,5.22,3,6.33,40.61,3837.64,380.51,836.81,5054.96,22.98,6,Yes
RT-0560,2024-10-14,North India,Delhi Hub,Jaipur,Tata Ace,120,58,48.3,420,31,13.55,12,17.89,49.0,4630.5,806.95,3188.9,8626.35,148.73,18,Yes
RT-0561,2024-08-08,East India,Kolkata Hub,Ranchi,Tempo,80,71,88.8,295,48,6.15,2,7.18,33.99,3212.06,604.93,950.12,4767.11,67.14,17,Yes
RT-0562,2024-10-16,South India,Bengaluru Hub,Bengaluru,Tata Ace,120,95,79.2,167,50,3.34,5,5.98,25.71,2429.6,298.66,1144.95,3873.21,40.77,52,No
RT-0563,2024-08-18,East India,Kolkata Hub,Patna,Tempo,80,74,92.5,133,42,3.17,10,6.31,17.29,1633.9,254.23,1038.58,2926.71,39.55,0,Yes
RT-0564,2024-02-15,East India,Kolkata Hub,Jamshedpur,Tata Ace,120,72,60.0,98,43,2.28,7,7.48,19.22,1816.29,137.17,959.95,2913.41,40.46,0,Yes
RT-0565,2024-07-17,North India,Delhi Hub,Lucknow,32-ft Truck,800,789,98.6,21,51,0.41,6,3.62,2.74,258.93,24.59,438.67,722.19,0.92,7,Yes
RT-0566,2024-05-01,South India,Bengaluru Hub,Bengaluru,Tata Ace,120,94,78.3,286,48,5.96,7,8.98,32.26,3048.57,522.64,1200.74,4771.95,50.77,5,Yes
RT-0567,2024-09-15,Central India,Bhopal Hub,Raipur,Tata Ace,120,118,98.3,259,54,4.8,11,10.47,41.6,3931.2,378.51,1841.23,6150.94,52.13,5,Yes
RT-0568,2024-08-27,East India,Kolkata Hub,Patna,Tempo,80,62,77.5,263,40,6.58,3,8.36,34.62,3271.59,372.02,1653.71,5297.32,85.44,8,Yes
RT-0569,2024-02-03,Central India,Bhopal Hub,Jabalpur,Tata Ace,120,70,58.3,277,52,5.33,3,6.77,48.36,4570.02,398.81,1170.23,6139.06,87.7,16,Yes
RT-0570,2024-03-22,South India,Bengaluru Hub,Vizag,Tata Ace,120,71,59.2,80,41,1.95,9,7.57,10.67,1008.31,133.28,1218.13,2359.72,33.24,9,Yes
RT-0571,2024-01-22,North India,Delhi Hub,Jaipur,Tempo,80,49,61.3,317,62,5.11,4,7.99,41.31,3903.8,385.39,1224.42,5513.61,112.52,15,Yes
RT-0572,2024-12-15,East India,Kolkata Hub,Patna,Mini Truck (14-ft),250,191,76.4,35,65,0.54,12,7.22,6.63,626.53,70.31,1086.98,1783.82,9.34,14,Yes
RT-0573,2024-03-13,South India,Bengaluru Hub,Mysuru,Mini Truck (14-ft),250,146,58.4,395,48,8.23,5,11.82,52.84,4993.38,388.72,2272.77,7654.87,52.43,28,Yes
RT-0574,2024-01-20,South India,Bengaluru Hub,Kochi,Tata Ace,120,65,54.2,336,62,5.42,4,7.24,49.67,4693.82,583.22,1343.84,6620.88,101.86,17,Yes
RT-0575,2024-07-07,East India,Kolkata Hub,Ranchi,Mini Truck (14-ft),250,237,94.8,263,65,4.05,3,6.09,29.23,2762.24,572.67,1057.76,4392.67,18.53,45,No
RT-0576,2024-12-30,North India,Delhi Hub,Agra,Mini Truck (14-ft),250,158,63.2,184,44,4.18,3,6.28,21.15,1998.67,295.81,952.61,3247.09,20.55,0,Yes
RT-0577,2024-01-14,Central India,Bhopal Hub,Bilaspur,20-ft Truck,500,326,65.2,68,64,1.06,11,5.6,7.68,725.76,90.29,680.1,1496.15,4.59,55,No
RT-0578,2024-10-03,West India,Mumbai Hub,Nashik,20-ft Truck,500,440,88.0,273,45,6.07,4,7.17,31.59,2985.26,346.68,1197.59,4529.53,10.29,10,Yes
RT-0579,2024-04-28,East India,Kolkata Hub,Patna,Mini Truck (14-ft),250,122,48.8,378,51,7.41,9,12.56,73.88,6981.66,306.31,1984.54,9272.51,76.0,20,Yes
RT-0580,2024-02-22,West India,Mumbai Hub,Nashik,Mini Truck (14-ft),250,180,72.0,73,36,2.03,7,7.26,12.12,1145.34,61.44,1371.76,2578.54,14.33,30,No
RT-0581,2024-07-20,Central India,Bhopal Hub,Jabalpur,32-ft Truck,800,755,94.4,276,49,5.63,5,8.96,34.57,3266.87,271.9,1076.7,4615.47,6.11,25,Yes
RT-0582,2024-07-27,Central India,Bhopal Hub,Raipur,32-ft Truck,800,396,49.5,254,63,4.03,3,5.84,32.51,3072.19,535.2,923.73,4531.12,11.44,0,Yes
