Cold_Chain_ID,Date,Region,Warehouse,SKU,Supply_Chain_Stage,Target_Temp_C,Avg_Temp_C,Min_Temp_C,Max_Temp_C,Temperature_Breach,Breach_Duration_Min,Humidity_Pct,Transport_Hours,Product_Status,Cost_Impact_INR
CC-0541,2024-01-23,Central India,WH-KOL-01,Light_Beer_330ml,Primary Warehouse,2,0.8,-0.9,2.9,Yes,53,68.9,16.0,Compliant,3494
CC-0542,2024-06-05,East India,WH-KOL-01,Lager_500ml,Regional Hub,4,2.8,0.9,5.1,Yes,75,74.7,9.4,Quarantined,13398
CC-0543,2024-08-03,Central India,WH-DEL-01,Stout_650ml,Brewery,2,4.1,3.1,4.8,No,0,58.8,3.8,Compliant,0
CC-0544,2024-01-14,West India,WH-MUM-01,Lager_500ml,Primary Warehouse,4,4.8,3.2,7.5,No,0,66.7,16.6,Compliant,0
CC-0545,2024-07-27,Central India,WH-BLR-01,Strong_Beer_500ml,Primary Warehouse,2,0.9,0.1,2.8,No,0,64.2,4.3,Compliant,0
CC-0546,2024-03-19,North India,WH-HYD-01,IPA_330ml,Regional Hub,2,5.4,4.2,6.5,Yes,163,57.8,13.2,Compliant,32199
CC-0547,2024-12-11,South India,WH-BLR-01,Premium_Lager_330ml,Primary Warehouse,2,0.8,-0.0,3.8,No,0,73.4,14.0,Compliant,0
CC-0548,2024-03-19,East India,WH-BLR-01,Stout_650ml,Distributor,6,6.3,4.7,7.2,No,0,76.2,2.3,Compliant,0
CC-0549,2024-02-07,South India,WH-BLR-01,Stout_650ml,Retail Outlet,2,3.5,2.7,4.4,No,0,72.7,2.0,Compliant,0
CC-0550,2024-09-04,Central India,WH-BLR-01,Light_Beer_330ml,Primary Warehouse,8,7.5,5.7,9.2,Yes,41,74.7,4.7,Quarantined,7177
CC-0551,2024-12-13,South India,WH-HYD-01,Light_Beer_330ml,Primary Warehouse,2,3.5,2.5,5.1,No,0,55.1,8.9,Compliant,0
CC-0552,2024-05-26,East India,WH-HYD-01,IPA_330ml,Regional Hub,4,3.2,1.3,4.0,Yes,54,82.4,2.2,Compliant,9509
CC-0553,2024-10-28,North India,WH-HYD-01,Light_Beer_330ml,Retail Outlet,6,6.6,4.3,8.3,No,0,74.9,13.9,Compliant,0
CC-0554,2024-01-09,East India,WH-DEL-01,Premium_Lager_330ml,Retail Outlet,8,7.0,5.6,8.3,Yes,113,62.3,8.0,Compliant,16611
CC-0555,2024-03-15,South India,WH-DEL-01,IPA_330ml,Primary Warehouse,8,8.0,7.3,11.0,No,0,77.1,11.6,Compliant,0
CC-0556,2024-08-01,West India,WH-HYD-01,Lager_500ml,Retail Outlet,4,2.9,0.7,4.6,Yes,146,56.5,5.6,Quarantined,9592
CC-0557,2024-01-17,North India,WH-BLR-01,Strong_Beer_500ml,Regional Hub,2,1.8,-0.6,2.4,Yes,138,56.7,2.9,Disposed,27506
CC-0558,2024-03-08,Central India,WH-DEL-01,Stout_650ml,Retail Outlet,6,8.1,5.6,9.4,No,0,80.1,17.7,Compliant,0
CC-0559,2024-03-31,North India,WH-KOL-01,Wheat_330ml,Primary Warehouse,6,4.0,2.4,6.4,Yes,118,68.1,15.2,Compliant,8722
CC-0560,2024-05-18,North India,WH-BLR-01,Light_Beer_330ml,Brewery,2,0.0,-1.0,0.8,Yes,102,57.1,1.5,Compliant,6614
CC-0561,2024-01-29,West India,WH-KOL-01,Lager_500ml,Brewery,2,-1.1,-2.8,0.9,Yes,15,84.4,2.3,Quarantined,2153
CC-0562,2024-11-02,South India,WH-MUM-01,Wheat_330ml,Brewery,8,5.5,4.4,8.8,Yes,170,67.8,8.3,Compliant,11968
CC-0563,2024-09-30,Central India,WH-KOL-01,Light_Beer_330ml,Distributor,4,1.8,0.7,2.5,Yes,44,69.4,1.4,Disposed,3046
CC-0564,2024-11-17,West India,WH-DEL-01,Premium_Lager_330ml,Distributor,4,5.2,3.7,7.0,No,0,55.2,5.4,Compliant,0
CC-0565,2024-01-14,South India,WH-BLR-01,Light_Beer_330ml,Primary Warehouse,4,7.5,5.2,9.2,Yes,21,55.9,11.6,Compliant,3715
CC-0566,2024-03-10,South India,WH-HYD-01,Premium_Lager_330ml,Primary Warehouse,6,6.8,4.5,8.2,No,0,55.8,5.3,Compliant,0
CC-0567,2024-03-04,Central India,WH-BLR-01,IPA_330ml,Primary Warehouse,8,7.5,6.8,9.8,No,0,76.9,11.4,Compliant,0
CC-0568,2024-03-26,West India,WH-KOL-01,IPA_330ml,Brewery,2,3.7,1.6,6.5,Yes,39,66.9,5.5,Disposed,5847
CC-0569,2024-06-17,North India,WH-KOL-01,Stout_650ml,Regional Hub,2,-0.6,-2.1,2.9,Yes,66,82.0,7.2,Quarantined,4064
CC-0570,2024-03-11,South India,WH-MUM-01,Strong_Beer_500ml,Primary Warehouse,4,1.4,-0.6,3.3,Yes,34,84.0,17.5,Quarantined,3005
CC-0571,2024-10-15,North India,WH-HYD-01,Light_Beer_330ml,Regional Hub,2,1.1,-1.1,3.2,Yes,95,56.8,5.1,Disposed,9513
CC-0572,2024-09-14,Central India,WH-MUM-01,Lager_500ml,Distributor,6,5.4,4.0,6.3,No,0,62.6,5.9,Compliant,0
CC-0573,2024-12-15,Central India,WH-MUM-01,Light_Beer_330ml,Distributor,6,5.3,4.4,8.2,No,0,60.0,3.9,Compliant,0
CC-0574,2024-07-01,West India,WH-KOL-01,Strong_Beer_500ml,Regional Hub,4,5.3,4.0,6.4,No,0,55.8,13.7,Compliant,0
CC-0575,2024-11-30,South India,WH-BLR-01,Stout_650ml,Brewery,2,1.8,0.7,2.8,No,0,82.9,17.1,Compliant,0
CC-0576,2024-02-19,Central India,WH-DEL-01,Lager_500ml,Brewery,8,9.2,7.0,10.5,No,0,56.5,17.9,Compliant,0
CC-0577,2024-10-22,South India,WH-BLR-01,Premium_Lager_330ml,Primary Warehouse,6,6.8,5.0,8.7,No,0,61.2,7.0,Compliant,0
CC-0578,2024-10-08,South India,WH-DEL-01,Strong_Beer_500ml,Regional Hub,4,2.7,1.0,3.8,Yes,60,75.0,1.9,Compliant,7122
CC-0579,2024-01-08,East India,WH-DEL-01,IPA_330ml,Regional Hub,4,5.3,3.2,8.3,Yes,167,83.0,2.4,Compliant,19058
CC-0580,2024-01-18,East India,WH-MUM-01,Lager_500ml,Regional Hub,6,4.4,2.4,6.8,Yes,70,58.5,10.9,Quarantined,12593
CC-0581,2024-02-11,Central India,WH-DEL-01,Premium_Lager_330ml,Regional Hub,8,8.8,8.3,10.4,No,0,72.5,14.8,Compliant,0
CC-0582,2024-12-05,South India,WH-BLR-01,Light_Beer_330ml,Primary Warehouse,2,2.3,0.8,3.2,No,0,67.9,14.9,Compliant,0
CC-0583,2024-08-05,South India,WH-BLR-01,Premium_Lager_330ml,Distributor,6,6.3,5.1,7.4,No,0,63.3,14.5,Compliant,0
CC-0584,2024-08-29,South India,WH-BLR-01,Stout_650ml,Primary Warehouse,6,9.5,7.1,11.7,Yes,78,84.2,7.2,Disposed,15329
CC-0585,2024-08-28,North India,WH-HYD-01,Premium_Lager_330ml,Distributor,4,6.1,4.1,9.0,Yes,85,83.0,12.0,Disposed,10499
CC-0586,2024-04-15,East India,WH-BLR-01,Light_Beer_330ml,Retail Outlet,6,6.6,5.7,7.9,No,0,77.7,14.7,Compliant,0
CC-0587,2024-03-08,Central India,WH-MUM-01,Wheat_330ml,Brewery,4,3.0,2.2,4.0,No,0,60.2,4.3,Compliant,0
CC-0588,2024-11-08,East India,WH-HYD-01,Lager_500ml,Brewery,2,0.5,-1.4,2.7,Yes,72,63.0,6.4,Compliant,8433
CC-0589,2024-06-03,East India,WH-HYD-01,Light_Beer_330ml,Regional Hub,8,9.4,8.2,11.0,No,0,83.2,12.7,Compliant,0
CC-0590,2024-01-16,East India,WH-BLR-01,Wheat_330ml,Distributor,2,3.2,1.1,5.2,No,0,64.5,17.5,Compliant,0
CC-0591,2024-09-06,North India,WH-HYD-01,Premium_Lager_330ml,Brewery,2,4.3,2.3,5.6,No,0,84.2,12.3,Compliant,0
CC-0592,2024-10-13,North India,WH-KOL-01,Strong_Beer_500ml,Regional Hub,4,4.9,3.0,8.1,Yes,170,55.5,7.5,Disposed,25764
CC-0593,2024-10-12,East India,WH-HYD-01,Lager_500ml,Distributor,4,6.0,4.1,7.6,No,0,79.2,8.8,Compliant,0
CC-0594,2024-06-20,North India,WH-HYD-01,Strong_Beer_500ml,Primary Warehouse,4,6.2,4.5,6.9,No,0,58.2,3.6,Compliant,0
CC-0595,2024-09-30,North India,WH-KOL-01,Lager_500ml,Primary Warehouse,2,3.9,1.4,7.2,Yes,81,61.9,5.7,Quarantined,9543
CC-0596,2024-07-31,West India,WH-DEL-01,Premium_Lager_330ml,Primary Warehouse,2,4.4,2.4,7.8,Yes,96,72.3,1.6,Disposed,8813
CC-0597,2024-07-10,South India,WH-DEL-01,Lager_500ml,Brewery,2,2.6,1.9,4.1,No,0,74.3,4.7,Compliant,0
CC-0598,2024-10-04,Central India,WH-KOL-01,Premium_Lager_330ml,Distributor,6,4.4,3.8,6.9,Yes,120,56.5,17.8,Quarantined,15645
CC-0599,2024-12-28,Central India,WH-HYD-01,IPA_330ml,Distributor,8,9.0,8.3,10.3,No,0,74.5,3.5,Compliant,0
CC-0600,2024-05-31,South India,WH-DEL-01,Lager_500ml,Retail Outlet,2,0.1,-0.5,0.9,Yes,43,67.5,5.6,Disposed,6024
